artists,titles,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters,id
Mac DeMarco,Annie,4m3jRZFptAhh3d0Qw4r9Vh,0.369,0.401,-13.477,0.0382,0.826,0.948,0.11,0.474,176.662,207773.0,7.0,4m3jRZFptAhh3d0Qw4r9Vh
Mac DeMarco,Annie,4YOc7XAKizsjb2I6Io5P8j,0.407,0.257,-18.183,0.0302,0.518,0.241,0.968,0.213,84.514,218802.0,3.0,4YOc7XAKizsjb2I6Io5P8j
Mac DeMarco,Annie,6o9Dt1j9ywLoX8B9dqRM5D,0.562,0.744,-7.501,0.039,0.0972,0.463,0.135,0.561,94.468,190557.0,6.0,6o9Dt1j9ywLoX8B9dqRM5D
Pink Floyd,"Another Brick in the Wall, Pt. 1",7K6xMPtAjTuLPNlJMLf5bS,0.613,0.0457,-26.398,0.0337,0.937,0.642,0.0991,0.093,99.524,192146.0,7.0,7K6xMPtAjTuLPNlJMLf5bS
Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",5Yt80fWRB8JG73XlPjrrKP,0.693,0.353,-17.852,0.0414,0.0704,0.00113,0.503,0.75,104.143,228587.0,3.0,5Yt80fWRB8JG73XlPjrrKP
Pink Floyd,"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,0.693,0.394,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747.0,0.0,4gMgiXfqyzZLMhsksGmbQV
Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",3fuXKiEzDCs1IBnLHQ5CL0,0.694,0.394,-15.881,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747.0,0.0,3fuXKiEzDCs1IBnLHQ5CL0
Pink Floyd,"Another Brick in the Wall, Pt. 3",5A7eooPKJHtr0UJmatjH4a,0.653,0.472,-14.797,0.0353,0.0554,7.69e-05,0.397,0.448,102.558,74411.0,6.0,5A7eooPKJHtr0UJmatjH4a
WhoMadeWho,Another Day,1DrF8ELKgHN4WeEFeGmwoP,0.763,0.675,-7.562,0.0328,0.091,0.0318,0.105,0.48,127.999,258653.0,6.0,1DrF8ELKgHN4WeEFeGmwoP
The Beatles,Another Girl - Remastered 2009,7hefVXaGsFPesbK6fKwS6F,0.516,0.638,-7.453,0.0314,0.238,0.0,0.333,0.822,88.657,125360.0,4.0,7hefVXaGsFPesbK6fKwS6F
Mac DeMarco,Another One,3pXAa69soxZ98bQ1gr18HO,0.694,0.407,-10.325,0.0276,0.821,0.021,0.106,0.719,147.684,160991.0,1.0,3pXAa69soxZ98bQ1gr18HO
Queen,Another One Bites The Dust - Remastered 2011,57JVGBtBLCfHw2muk5416J,0.933,0.528,-6.472,0.162,0.112,0.329,0.163,0.756,109.975,214653.0,0.0,57JVGBtBLCfHw2muk5416J
Pulp,Ansaphone - Demo previously unreleased,60d37Gxx8O05CH7E2JyN9z,0.331,0.486,-7.452,0.04,0.292,0.0,0.384,0.336,184.954,246360.0,2.0,60d37Gxx8O05CH7E2JyN9z
Feist,Anti-Pioneer,2cDvWgK22tolskQ4uiVxWb,0.414,0.178,-10.557,0.0321,0.194,0.00412,0.125,0.036,87.728,333307.0,1.0,2cDvWgK22tolskQ4uiVxWb
Loco Locass,Antiaméricanisme Primaire,63AIL0vOrm1i0DiBotDeb3,0.776,0.773,-6.965,0.317,0.052,0.0,0.11,0.463,91.988,216960.0,0.0,63AIL0vOrm1i0DiBotDeb3
Arcade Fire,(Antichrist Television Blues),040YNRWisvvHqy1hUW2Kxe,0.447,0.952,-7.033,0.044,0.685,0.00215,0.0689,0.82,79.331,310280.0,6.0,040YNRWisvvHqy1hUW2Kxe
Loco Locass,Antigone,0R5LNRyQyAdgIrBSVXN4He,0.661,0.885,-6.738,0.113,0.0851,2.53e-06,0.388,0.794,91.967,258307.0,0.0,0R5LNRyQyAdgIrBSVXN4He
Pink Floyd,Any Colour You Like,6FBPOJLxUZEair6x4kLDhf,0.277,0.672,-12.582,0.0901,0.197,0.936,0.423,0.505,150.587,206429.0,5.0,6FBPOJLxUZEair6x4kLDhf
Michael Kiwanuka,Any Day Will Do Fine,5U7r8PAmvfILOMjmFeYlDL,0.522,0.379,-11.737,0.0318,0.655,0.0,0.11,0.4,104.998,217808.0,1.0,5U7r8PAmvfILOMjmFeYlDL
Bahamas,Any Other Way,6rZdXG8fkei9ksN46QrxXu,0.431,0.239,-13.248,0.122,0.892,0.0,0.4,0.335,155.833,63213.0,1.0,6rZdXG8fkei9ksN46QrxXu
The Beatles,Any Time At All - Remastered 2009,70XHAdaMaoLIOVb1hSaeJ4,0.612,0.719,-7.026,0.0398,0.366,3.88e-06,0.437,0.744,141.016,131280.0,4.0,70XHAdaMaoLIOVb1hSaeJ4
Tame Impala,Apocalypse Dreams,7qU7vhCPKhkDiJYGoboISc,0.496,0.929,-2.279,0.0503,0.249,0.131,0.0677,0.267,127.998,356947.0,6.0,7qU7vhCPKhkDiJYGoboISc
Tahiti Boy,Après l'aéroport,1LADUenCei27c26JD0pg05,0.695,0.2,-17.895,0.0376,0.941,0.923,0.108,0.232,109.97,115000.0,7.0,1LADUenCei27c26JD0pg05
Real Estate,April's Song,5oWCTlfSwQ1KDx9Ie6HzoI,0.484,0.793,-7.588,0.0277,0.0829,0.974,0.142,0.638,138.749,212240.0,5.0,5oWCTlfSwQ1KDx9Ie6HzoI
Rita Lee,"Aqui, Ali, Em Qualquer Lugar",7LYqeyKiDMWPnU6tzfqSwE,0.609,0.261,-15.079,0.0304,0.822,1.12e-06,0.0798,0.376,92.059,149133.0,1.0,7LYqeyKiDMWPnU6tzfqSwE
Arctic Monkeys,Arabella,2LdG9xtEzCho3jCr58M6cq,0.579,0.558,-6.986,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357.0,2.0,2LdG9xtEzCho3jCr58M6cq
Arctic Monkeys,Arabella,7nzsY8vlnKdvGOEE0rjAXZ,0.579,0.558,-6.986,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357.0,2.0,7nzsY8vlnKdvGOEE0rjAXZ
Dumas,Arizona,6WFkH4SAXn4w9NxuPgIJnX,0.499,0.718,-6.805,0.026,0.152,0.00691,0.27,0.345,103.384,203813.0,6.0,6WFkH4SAXn4w9NxuPgIJnX
Björk,Army of Me,4juNfpAxJSjVNVYS6z5afp,0.541,0.748,-7.463,0.0288,0.0117,9.62e-05,0.0993,0.473,86.027,235533.0,6.0,4juNfpAxJSjVNVYS6z5afp
Cage The Elephant,Around My Head,2QLjqCwbufKoZE2S6yJ03F,0.516,0.959,-2.484,0.0597,0.000659,4.44e-06,0.046,0.474,109.91,191600.0,6.0,2QLjqCwbufKoZE2S6yJ03F
Kings of Leon,Around The World,06ClI3XK2FPR5uP8tPcFS1,0.575,0.854,-5.847,0.0362,0.000252,0.676,0.351,0.587,113.075,214040.0,5.0,06ClI3XK2FPR5uP8tPcFS1
Daft Punk,Around the World,1pKYYY0dkg23sQQXi0Q5zN,0.956,0.795,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,429533.0,5.0,1pKYYY0dkg23sQQXi0Q5zN
Daft Punk,Around the World - Radio Edit [Radio Edit],0TxMRiAvI1s0L821BJJWzx,0.934,0.76,-5.549,0.148,0.00417,0.906,0.0656,0.864,121.302,241467.0,5.0,0TxMRiAvI1s0L821BJJWzx
alt-J,Arrival in Nara,4BVm9zEoX4Z73LeFAab0PC,0.484,0.0823,-20.53,0.0533,0.963,0.114,0.111,0.175,119.523,253418.0,7.0,4BVm9zEoX4Z73LeFAab0PC
Hozier,Arsonist's Lullabye,1UWhx0pFZccP4jdCIZsj7U,0.463,0.373,-10.666,0.0362,0.673,0.0745,0.118,0.184,64.831,266547.0,1.0,1UWhx0pFZccP4jdCIZsj7U
,Art Of Sleeping cover Drake 'Hotline Bling' for Like A Version,281,,,,,,,,,,,,
Slow Hollows,The Art School Kids,4qFs7hvgJ6VRgh1GF8Ynjb,0.497,0.39,-18.198,0.029,0.301,0.0211,0.386,0.547,111.674,146365.0,1.0,4qFs7hvgJ6VRgh1GF8Ynjb
Ariane Moffatt,Artifacts,3VHVrLisG9hIsQERpIwGqY,0.51,0.477,-13.192,0.0437,0.791,0.342,0.111,0.464,88.093,222293.0,1.0,3VHVrLisG9hIsQERpIwGqY
Metric,Artificial Nocturne,6MQ4WcZ4dFoSEQryeXi8Ss,0.228,0.825,-6.344,0.062,0.00397,0.54,0.217,0.0375,145.003,342387.0,2.0,6MQ4WcZ4dFoSEQryeXi8Ss
Jack Johnson,As I Was Saying,29sY1Zgd4BXoVcoiVbiUXi,0.631,0.526,-8.453,0.0276,0.181,0.000511,0.11,0.428,90.111,225547.0,6.0,29sY1Zgd4BXoVcoiVbiUXi
The Hollywood Soundtrack Band,"As the World Falls Down (From ""Labyrinth"")",1oCeqLHu214KyuL7M3zy7B,0.64,0.547,-8.153,0.0244,0.105,3.33e-05,0.31,0.547,98.483,291822.0,6.0,1oCeqLHu214KyuL7M3zy7B
Beach Fossils,Ascension,7sTc4kvzwUEcAHbCdQTRrW,0.438,0.631,-10.329,0.0356,0.00147,0.94,0.0902,0.314,132.605,90202.0,5.0,7sTc4kvzwUEcAHbCdQTRrW
The Strokes,Ask Me Anything,5YTHz4OkjJbjov8O0RM9Mj,0.344,0.31,-9.79,0.0334,0.55,0.841,0.147,0.46,131.547,189973.0,5.0,5YTHz4OkjJbjov8O0RM9Mj
The Beatles,Ask Me Why - Remastered 2009,7529Z6b1rlGZFFPWjHPeV5,0.605,0.394,-11.33,0.0378,0.767,0.0,0.0967,0.597,133.942,146533.0,1.0,7529Z6b1rlGZFFPWjHPeV5
Karkwa,Au-Dessus De La Tête De Lilijune,2jr53CvuJr1nbW8MbA0e3Y,0.294,0.344,-18.827,0.0481,0.0742,0.707,0.114,0.545,119.792,93907.0,7.0,2jr53CvuJr1nbW8MbA0e3Y
Sufjan Stevens,Auld Lang Syne,6Q90kBnnL27pCMjIhP4k2Y,0.758,0.243,-10.055,0.0372,0.789,3.57e-06,0.126,0.655,111.54,94720.0,1.0,6Q90kBnnL27pCMjIhP4k2Y
SIMON I,Automatic,7hhxJPWFs2fXdjqPdR6Xx2,0.546,0.858,-6.603,0.033,0.00761,0.000606,0.276,0.657,160.912,204005.0,4.0,7hhxJPWFs2fXdjqPdR6Xx2
The Strokes,Automatic Stop,4spZbGNty5ov8s2smDzNPT,0.676,0.535,-6.109,0.0376,0.00329,0.719,0.104,0.914,105.92,207133.0,5.0,4spZbGNty5ov8s2smDzNPT
The Strokes,Automatic Stop,6DUKQUhWqUySYngLXLNwP2,0.675,0.535,-6.109,0.0376,0.00329,0.719,0.104,0.914,105.921,207133.0,5.0,6DUKQUhWqUySYngLXLNwP2
Dumas,Avant l'aube,1G4A6J2eXmzve4ripibqN8,0.537,0.533,-9.052,0.0304,0.461,0.183,0.179,0.423,100.987,307613.0,1.0,1G4A6J2eXmzve4ripibqN8
Damien Robitaille,Avant que vienne l'avalanche,63RfInh5K86gAXzuZb0WUN,0.735,0.597,-7.901,0.032,0.352,0.00845,0.0823,0.855,134.995,183547.0,4.0,63RfInh5K86gAXzuZb0WUN
Stromae,ave cesaria,66u6ycRUqlrW9C05QJUmSo,0.724,0.659,-8.254,0.202,0.117,2.89e-06,0.208,0.377,113.009,249520.0,0.0,66u6ycRUqlrW9C05QJUmSo
Sufjan Stevens,Ave Maria (feat. Cat Martino),24wNXaxm9GOP5EHOvlJrrq,0.17,0.131,-17.882,0.033,0.881,1.45e-05,0.121,0.137,176.937,128520.0,7.0,24wNXaxm9GOP5EHOvlJrrq
Stromae,avf,5a9vdoeBuXGewh9Oe0CfKA,0.848,0.686,-8.042,0.153,0.00363,1.13e-05,0.0597,0.846,137.009,225053.0,0.0,5a9vdoeBuXGewh9Oe0CfKA
Electric Guest,Awake,6bOdnGr6DSO4vmkXS3y4UM,0.566,0.593,-7.348,0.0349,0.0206,0.0654,0.121,0.806,111.001,300867.0,4.0,6bOdnGr6DSO4vmkXS3y4UM
Arcade Fire,Awful Sound (Oh Eurydice),53849j8C8EO07O1gCdzgTr,0.231,0.708,-7.845,0.0471,0.256,0.0741,0.0394,0.55,70.969,373882.0,6.0,53849j8C8EO07O1gCdzgTr
San Cisco,Awkward - EP Version,3qjF2EzZ7Kx0VD1AooRFjy,0.6,0.877,-5.768,0.11,0.076,9.75e-05,0.107,0.921,161.885,153933.0,4.0,3qjF2EzZ7Kx0VD1AooRFjy
Perfume Genius,AWOL Marine,79OuRKU1m6uXeZ7dYfoTXf,0.205,0.11,-14.27,0.0294,0.982,0.766,0.263,0.0391,92.877,167840.0,7.0,79OuRKU1m6uXeZ7dYfoTXf
Michael Jackson,Baby Be Mine,3bMveJpCPytU79V5A61Bb7,0.829,0.663,-4.61,0.0795,0.167,1.69e-05,0.109,0.668,109.647,260187.0,0.0,3bMveJpCPytU79V5A61Bb7
Michael Jackson,Baby Be Mine,4JGt7Tf0qpZFn5Pg2S5zHr,0.843,0.646,-5.568,0.0882,0.181,7.28e-06,0.15,0.649,109.756,259533.0,0.0,4JGt7Tf0qpZFn5Pg2S5zHr
King Krule,Baby Blue,1jhtxc7ON8ZzgvWGPwWXUN,0.468,0.331,-11.052,0.036,0.613,0.00108,0.129,0.09,102.448,215507.0,1.0,1jhtxc7ON8ZzgvWGPwWXUN
The Beatles,Baby It's You - Remastered 2009,2VmB1rF9FtfKUmFHDVnq8Q,0.608,0.494,-12.211,0.0345,0.778,0.0,0.0926,0.879,112.421,160520.0,1.0,2VmB1rF9FtfKUmFHDVnq8Q
The Beatles,Baby's In Black - Live / Bonus Track,5tc3aFZhTcW46vRIk23T6e,0.202,0.756,-7.895,0.0528,0.0183,1.05e-06,0.918,0.669,185.584,164653.0,3.0,5tc3aFZhTcW46vRIk23T6e
The Beatles,Baby's In Black - Remastered 2009,7cb2SdLm1UMLwdUoWwrZN1,0.374,0.596,-7.666,0.0416,0.434,0.0,0.098,0.876,202.97,124520.0,2.0,7cb2SdLm1UMLwdUoWwrZN1
Mac DeMarco,Baby's Wearing Blue Jeans,5CnPPESrUPsVTsb99s42Ej,0.469,0.894,-4.785,0.0734,0.00214,0.00068,0.0815,0.79,128.569,213470.0,4.0,5CnPPESrUPsVTsb99s42Ej
The Beatles,"Baby, You're A Rich Man - Remastered 2009",0JBvtprXP2Z0LP3jmzA7Xp,0.619,0.625,-9.635,0.036,0.0119,1.05e-06,0.152,0.467,96.751,181307.0,6.0,0JBvtprXP2Z0LP3jmzA7Xp
Les Trois Accords,Bac à fleurs,1T5jWMtLkha9dRA2H7ewdq,0.649,0.719,-5.106,0.0277,0.000962,0.0,0.423,0.639,105.222,193347.0,6.0,1T5jWMtLkha9dRA2H7ewdq
Radio Radio,Bachelor Party,5Dh6bFuBU3PjYfum96irMX,0.662,0.812,-6.35,0.217,0.072,0.0,0.336,0.599,134.08,182576.0,0.0,5Dh6bFuBU3PjYfum96irMX
Björk,Bachelorette,2wtFzaJcboau7on1LOkQ5a,0.455,0.871,-7.232,0.063,0.0409,3.87e-06,0.0755,0.346,96.933,315000.0,6.0,2wtFzaJcboau7on1LOkQ5a
Lester Young,(Back Home Again In) Indiana,7DMlFDUfHPwU5rNplQDc9o,0.642,0.235,-14.752,0.116,0.951,0.457,0.251,0.625,93.942,424400.0,1.0,7DMlFDUfHPwU5rNplQDc9o
Estelle,Back in Love,4iTvdd9nxK68rKiTDGorS7,0.581,0.855,-4.325,0.287,0.274,0.0,0.305,0.535,82.19,241453.0,0.0,4iTvdd9nxK68rKiTDGorS7
The Beatles,Back In The U.S.S.R,5rJjib4hv7JD1fpf5TzRcr,0.533,0.937,-7.51,0.0397,0.00173,0.000103,0.185,0.862,142.399,154393.0,4.0,5rJjib4hv7JD1fpf5TzRcr
The Beatles,Back In The U.S.S.R. - Remastered 2009,3Pm4mp3Fz6nZAD7L498kGd,0.486,0.952,-7.922,0.0489,0.0633,0.000291,0.06,0.854,142.47,166760.0,4.0,3Pm4mp3Fz6nZAD7L498kGd
The Beatles,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,0.48,0.969,-7.464,0.0854,0.069,0.00022,0.0608,0.494,142.489,163453.0,2.0,0j3p1p06deJ7f9xmJ9yG22
Miike Snow,Back of the Car,5FtRzorV99FgGUaL0chdxp,0.806,0.681,-4.436,0.0287,0.7,0.00851,0.0762,0.953,93.956,216227.0,0.0,5FtRzorV99FgGUaL0chdxp
Amy Winehouse,Back To Black,30FURVTCpbKyykjSEQzGkH,0.49,0.725,-3.304,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,240440.0,6.0,30FURVTCpbKyykjSEQzGkH
Metronomy,Back Together,5LJgwTRqNKBscP2bJ7nhAr,0.712,0.677,-9.269,0.0809,0.0146,0.000112,0.116,0.708,127.032,220180.0,4.0,5LJgwTRqNKBscP2bJ7nhAr
The Beatles,Bad Boy - Remastered 2009,7iTjGs5z7opNGCXyurs0Q7,0.549,0.725,-8.512,0.0431,0.199,0.0,0.178,0.878,134.64,140600.0,4.0,7iTjGs5z7opNGCXyurs0Q7
Timber Timbre,Bad Ritual,6OAdXCQJKkUqoYSQS0A4rU,0.65,0.261,-10.247,0.0298,0.494,0.0573,0.149,0.386,75.679,187227.0,1.0,6OAdXCQJKkUqoYSQS0A4rU
,Bahamas - Stronger Than That (Buzzsession),172,,,,,,,,,,,,
Electric Guest,The Bait,0Sgt5x91TYfXPgiSm4uPud,0.777,0.628,-6.019,0.0298,0.00124,0.0211,0.101,0.712,138.025,186013.0,4.0,0Sgt5x91TYfXPgiSm4uPud
Jean Leloup,Balade à Toronto,2KhXeerI07Z7MKNEn9rLqv,0.545,0.678,-9.683,0.0405,0.249,0.000787,0.473,0.739,101.309,182933.0,3.0,2KhXeerI07Z7MKNEn9rLqv
The Beatles,The Ballad Of John And Yoko - Remastered 2009,6r7JAngkBzKGDKRUzLgY2U,0.656,0.865,-8.241,0.0311,0.00561,0.000104,0.0853,0.938,135.183,179853.0,4.0,6r7JAngkBzKGDKRUzLgY2U
The Beatles,The Ballad Of John And Yoko - Remastered 2009,0iwo02NoGqyooxs81iEkz3,0.654,0.862,-8.437,0.0316,0.0053,4.51e-05,0.0955,0.956,135.117,181067.0,4.0,0iwo02NoGqyooxs81iEkz3
The Beatles,The Ballad Of John And Yoko - Remastered 2015,1F7s27lLKshLPt9TPCgMDL,0.651,0.892,-6.551,0.0313,0.00465,2.85e-06,0.127,0.962,135.309,179480.0,4.0,1F7s27lLKshLPt9TPCgMDL
Jack Johnson,Banana Pancakes,451GvHwY99NKV4zdKPRWmv,0.816,0.375,-8.053,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,191907.0,0.0,451GvHwY99NKV4zdKPRWmv
Radiohead,Bangers + Mash,2mAWzzAi9pdKwteyg0lNqj,0.637,0.98,-4.981,0.115,0.0307,0.000657,0.601,0.65,135.991,199502.0,3.0,2mAWzzAi9pdKwteyg0lNqj
Bloc Party,Banquet,2YxXuCdbUpil3P7tRjhW1t,0.578,0.892,-7.952,0.0441,0.000139,0.0111,0.215,0.892,150.253,196613.0,4.0,2YxXuCdbUpil3P7tRjhW1t
Pulp,Bar Italia,01HraRiyqu51c9bafDTg5W,0.438,0.597,-6.255,0.0406,0.395,5.17e-05,0.158,0.109,124.58,223267.0,6.0,01HraRiyqu51c9bafDTg5W
Duck Sauce,Barbra Streisand,1WHx2541uqQd3bDNYwwOaC,0.694,0.813,-4.129,0.335,0.00649,0.000467,0.249,0.741,127.834,264814.0,0.0,1WHx2541uqQd3bDNYwwOaC
Sufjan Stevens,Barcarola (You Must Be A Christmas Tree),3Owm4uCMV4c56XoyERMMBD,0.245,0.267,-12.571,0.0465,0.921,0.000387,0.0944,0.0692,72.139,422827.0,1.0,3Owm4uCMV4c56XoyERMMBD
The Strokes,Barely Legal,4KC2Z9dL4jL61Ys35N6srg,0.427,0.886,-6.304,0.037,0.004,0.0532,0.0909,0.857,157.609,234522.0,4.0,4KC2Z9dL4jL61Ys35N6srg
The Strokes,Barely Legal,21Ay8Y9Pr91nSauPGtK6MW,0.424,0.884,-6.286,0.0365,0.00326,0.0499,0.0903,0.852,157.813,234693.0,4.0,21Ay8Y9Pr91nSauPGtK6MW
Hippo Campus,Bashful Creatures,0esd0AL4TygoM6UuUIxmd8,0.454,0.814,-3.539,0.0393,0.184,0.0,0.183,0.162,123.885,224933.0,6.0,0esd0AL4TygoM6UuUIxmd8
The xx,Basic Space,16NE62lzGmi6ehGTNVI659,0.94,0.208,-15.235,0.0853,0.21,0.085,0.105,0.148,115.872,188120.0,1.0,16NE62lzGmi6ehGTNVI659
Stromae,bâtard,4APjoR6Fmrrl707Z1cShHS,0.743,0.749,-9.652,0.248,0.0478,0.0,0.746,0.78,126.012,208827.0,3.0,4APjoR6Fmrrl707Z1cShHS
King Krule,Bathed In Grey,7swRIXk3yPMiPdRcFRdvxL,0.62,0.322,-12.268,0.143,0.909,0.000112,0.0636,0.269,82.095,241879.0,1.0,7swRIXk3yPMiPdRcFRdvxL
Justin Hurwitz,Bathroom Mirror / You're Coming Right?,7IgYUzuv1g95q1WsexzCwQ,0.714,0.427,-15.378,0.0387,0.31,0.868,0.314,0.54,127.651,82813.0,5.0,7IgYUzuv1g95q1WsexzCwQ
Metronomy,The Bay,3ySxo6vRP0t9WCqhYXXMWN,0.803,0.47,-7.232,0.0387,0.587,0.091,0.0723,0.887,121.226,290173.0,0.0,3ySxo6vRP0t9WCqhYXXMWN
Tame Impala,Be Above It,2Gl1Qdx5Px5kVYe0PQoGI0,0.746,0.976,-6.073,0.0682,0.367,0.274,0.111,0.384,118.965,201960.0,6.0,2Gl1Qdx5Px5kVYe0PQoGI0
Ed Sheeran,Be Like You,6ThrnYkLPlKar6dUIggR6Q,0.671,0.388,-6.516,0.0762,0.715,0.0,0.192,0.59,105.869,218373.0,1.0,6ThrnYkLPlKar6dUIggR6Q
Alabama Shakes,Be Mine,3dFMISiq7Ia0R9BQYkVN6i,0.459,0.807,-5.101,0.0642,0.16,8.87e-05,0.116,0.454,72.744,254760.0,6.0,3dFMISiq7Ia0R9BQYkVN6i
Bahamas,Be My Witness,3vvgWkF6GaM0r1JORGF9ju,0.789,0.386,-9.006,0.033,0.529,0.00222,0.104,0.374,114.668,226853.0,1.0,3vvgWkF6GaM0r1JORGF9ju
The Rolling Stones,Beast Of Burden - Remastered 1994,77oU2rjC5XbjQfNe3bD6so,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173.0,4.0,77oU2rjC5XbjQfNe3bD6so
Michael Jackson,Beat It,1OOtq8tRnDM8kG2gqUPjAj,0.776,0.867,-3.704,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,258040.0,4.0,1OOtq8tRnDM8kG2gqUPjAj
Michael Jackson,Beat It - Single Version,1yQpbs22l21kaav58SAJuI,0.777,0.81,-5.728,0.0441,0.0301,2.07e-05,0.237,0.907,139.004,257733.0,4.0,1yQpbs22l21kaav58SAJuI
Timber Timbre,Beat The Drum Slowly,6Vde8wapanZQLb5Gf4JsrN,0.396,0.424,-9.766,0.0291,0.334,0.472,0.0829,0.0398,83.787,329387.0,5.0,6Vde8wapanZQLb5Gf4JsrN
TRICOT MACHINE,Beau temps mauvais temps,3JXSeU9gmp9m5nLroykrfs,0.524,0.51,-6.287,0.0347,0.603,0.17,0.184,0.415,142.204,170800.0,1.0,3JXSeU9gmp9m5nLroykrfs
Freshly Ground,Beautiful Boy,5tITpbSrH6BVfLRTJg6Sga,0.534,0.597,-11.126,0.0429,0.752,0.00131,0.0924,0.414,121.051,238400.0,1.0,5tITpbSrH6BVfLRTJg6Sga
Ben Harper,Beautiful Boy,5cUbs8a3T4f9xdTeBqrQCy,0.583,0.471,-9.386,0.0299,0.577,0.0,0.0778,0.484,111.687,228000.0,1.0,5cUbs8a3T4f9xdTeBqrQCy
The Beatles,Because,2VRNkdYbYUAOAcw71IqPBx,0.246,0.166,-20.719,0.0536,0.933,5.56e-05,0.358,0.0625,110.07,164632.0,7.0,2VRNkdYbYUAOAcw71IqPBx
The Beatles,Because - Anthology 3 Version,5joRE018kvW87xEknBp8cS,0.285,0.119,-13.644,0.0407,0.944,0.0,0.0842,0.0901,130.65,143720.0,1.0,5joRE018kvW87xEknBp8cS
The Beatles,Because - Remastered 2009,1rxoyGj1QuPoVi8fOft1Kt,0.328,0.249,-11.777,0.0272,0.754,5.77e-06,0.134,0.162,81.257,165667.0,1.0,1rxoyGj1QuPoVi8fOft1Kt
Milky Chance,Becoming,3Gl2zYelYDlusFWT4QzRsa,0.841,0.56,-7.753,0.0421,0.918,0.0132,0.0488,0.81,100.017,144000.0,0.0,3Gl2zYelYDlusFWT4QzRsa
Piano Tribute Players,Becoming,1dThzOHX04rY0jlPorIO6O,0.732,0.32,-15.825,0.0713,0.981,0.936,0.11,0.432,99.993,138853.0,7.0,1dThzOHX04rY0jlPorIO6O
Spoon,Before Destruction,4njjwHVxMxrNotH1dkGBrZ,0.746,0.434,-9.391,0.0349,0.299,0.00254,0.171,0.713,113.514,197080.0,0.0,4njjwHVxMxrNotH1dkGBrZ
The Rolling Stones,Before They Make Me Run - Remastered,4cAlWy0jWMtn5AdtZy4dHi,0.595,0.955,-2.304,0.117,0.384,0.0175,0.05,0.714,132.653,204960.0,4.0,4cAlWy0jWMtn5AdtZy4dHi
C418,Beginning,4B3RbRUP0fl2KxaBWVUfo9,0.118,0.0224,-30.543,0.0369,0.988,0.927,0.091,0.0378,78.558,102101.0,7.0,4B3RbRUP0fl2KxaBWVUfo9
The Beatles,A Beginning - Anthology 3 Version,34dsKRJHIadrrNdCDtMwGn,0.264,0.293,-16.498,0.0377,0.958,0.942,0.338,0.033,90.588,49960.0,7.0,34dsKRJHIadrrNdCDtMwGn
Sufjan Stevens,"Behold the Birth of Man, the Face of Glory",0PkiYUFuSKgihrkNyi9VuC,0.277,0.135,-22.565,0.0411,0.929,0.827,0.101,0.03,66.356,68787.0,7.0,0PkiYUFuSKgihrkNyi9VuC
The Beatles,Being For The Benefit Of Mr Kite! - Take 7 / Anthology 2 Version,09pDDl5WR4VAX7QKvJZkG8,0.394,0.324,-12.884,0.0648,0.489,0.0,0.453,0.665,168.591,153533.0,1.0,09pDDl5WR4VAX7QKvJZkG8
The Beatles,Being For The Benefit Of Mr Kite! - Takes 1 & 2 / Anthology 2 Version,6a4VLKj9smz1GPTYdV3StU,0.631,0.046,-20.754,0.15,0.584,0.0,0.134,0.319,109.365,65667.0,7.0,6a4VLKj9smz1GPTYdV3StU
The Beatles,Being For The Benefit Of Mr Kite! / I Want You (She's So Heavy) / Helter Skelter,2MAU8kcMbo0lHXWzZ19SNo,0.291,0.69,-8.761,0.0671,0.0195,2.25e-06,0.378,0.544,144.054,202209.0,2.0,2MAU8kcMbo0lHXWzZ19SNo
The Beatles,Being For The Benefit Of Mr. Kite! - Remastered 2009,6W35n1UlkvqhfMZstB4BXs,0.526,0.413,-9.865,0.0446,0.338,0.0,0.0992,0.71,111.874,157533.0,1.0,6W35n1UlkvqhfMZstB4BXs
The Killers,Believe Me Natalie,67kIfRYFai45yakOuXhndQ,0.431,0.907,-5.387,0.0523,1.51e-05,0.00445,0.0529,0.18,95.958,306667.0,6.0,67kIfRYFai45yakOuXhndQ
Purity Ring,Belispeak,0Sia9jActaEwcQR8AGFM8r,0.72,0.9,-5.364,0.117,0.0246,0.000178,0.225,0.351,105.004,178707.0,6.0,0Sia9jActaEwcQR8AGFM8r
Jack Johnson,Belle,3FK0U3qJYP3E24Vx5QSBWz,0.603,0.165,-17.988,0.0452,0.669,0.588,0.124,0.517,126.717,102947.0,7.0,3FK0U3qJYP3E24Vx5QSBWz
